	iid	bam	sex
123	PTN333	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN333/trimmed_bam/PTN333_ss.A0101_udghalf.trimmed.bam	m
124	PTN392	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN392/trimmed_bam/PTN392_ss.A0101_udghalf.trimmed.bam	m
125	PTN117	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN117/trimmed_bam/PTN117_ss.B0101_udghalf.trimmed.bam	m
126	PTN252	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN252/merged_bams/initial/PTN252_ss_udghalf_libmerged_rmdup.bam	m
127	PTN281	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN281/trimmed_bam/PTN281_ss.A0101_udghalf.trimmed.bam	m
128	PTN198	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN198/merged_bams/initial/PTN198_ss_udghalf_libmerged_rmdup.bam	m
129	PTN167	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN167/merged_bams/initial/PTN167_ss_udghalf_libmerged_rmdup.bam	m
130	PTN216	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN216/merged_bams/initial/PTN216_ss_udghalf_libmerged_rmdup.bam	m
131	PTN152	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN152/trimmed_bam/PTN152_ss.B0101_udghalf.trimmed.bam	m
132	NKR002	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR002/trimmed_bam/NKR002_ss.A0101_udghalf.trimmed.bam	m
133	PTN159	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN159/trimmed_bam/PTN159_ss.A0101_udghalf.trimmed.bam	m
134	KKH017	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH017/trimmed_bam/KKH017_ss.A0101_udghalf.trimmed.bam	m
135	PTN352	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN352/trimmed_bam/PTN352_ss.B0101_udghalf.trimmed.bam	m
136	PTN308	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN308/trimmed_bam/PTN308_ss.A0101_udghalf.trimmed.bam	m
137	PTN155	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN155/trimmed_bam/PTN155_ss.A0101_udghalf.trimmed.bam	m
138	PTN119	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN119/trimmed_bam/PTN119_ss.B0101_udghalf.trimmed.bam	m
139	PTN443	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN443/trimmed_bam/PTN443_ss.B0101_udghalf.trimmed.bam	m
140	PTN143	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN143/trimmed_bam/PTN143_ss.A0101_udghalf.trimmed.bam	m
141	PTN335	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN335/trimmed_bam/PTN335_ss.B0101_udghalf.trimmed.bam	m
142	PTN238	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN238/merged_bams/initial/PTN238_ss_udghalf_libmerged_rmdup.bam	m
143	PTN301	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN301/trimmed_bam/PTN301_ss.A0101_udghalf.trimmed.bam	m
144	PTN200	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN200/merged_bams/initial/PTN200_ss_udghalf_libmerged_rmdup.bam	m
145	PTN220	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN220/merged_bams/initial/PTN220_ss_udghalf_libmerged_rmdup.bam	m
146	PTN213	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN213/merged_bams/initial/PTN213_ss_udghalf_libmerged_rmdup.bam	m
147	PTN436	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN436/trimmed_bam/PTN436_ss.A0101_udghalf.trimmed.bam	m
148	PTN095	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN095/trimmed_bam/PTN095_ss.B0101_udghalf.trimmed.bam	m
149	PTN469	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN469/trimmed_bam/PTN469_ss.B0101_udghalf.trimmed.bam	m
150	PTN215	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN215/merged_bams/initial/PTN215_ss_udghalf_libmerged_rmdup.bam	m
151	PTN034	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN034/merged_bams/additional/PTN034_ss_libmerged_add.bam	m
152	KKH022	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH022/trimmed_bam/KKH022_ss.A0101_udghalf.trimmed.bam	m
153	PTN260	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN260/trimmed_bam/PTN260_ss.A0101_udghalf.trimmed.bam	m
154	KKH003	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH003/trimmed_bam/KKH003_ss.A0101_udghalf.trimmed.bam	m
155	PTN170	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN170/merged_bams/initial/PTN170_ss_udghalf_libmerged_rmdup.bam	m
156	PTN420	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN420/trimmed_bam/PTN420_ss.B0101_udghalf.trimmed.bam	m
157	PTN459	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN459/trimmed_bam/PTN459_ss.B0101_udghalf.trimmed.bam	m
158	PTN124	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN124/trimmed_bam/PTN124_ss.B0101_udghalf.trimmed.bam	m
159	PTN203	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN203/merged_bams/initial/PTN203_ss_udghalf_libmerged_rmdup.bam	m
160	PTN285	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN285/trimmed_bam/PTN285_ss.B0101_udghalf.trimmed.bam	m
161	PTN356	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN356/trimmed_bam/PTN356_ss.B0101_udghalf.trimmed.bam	m
162	PTN096	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN096/trimmed_bam/PTN096_ss.B0101_udghalf.trimmed.bam	m
163	PTN406	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN406/trimmed_bam/PTN406_ss.B0101_udghalf.trimmed.bam	m
164	PTN489	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN489/trimmed_bam/PTN489_ss.A0101_udghalf.trimmed.bam	m
165	PTN108	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN108/trimmed_bam/PTN108_ss.B0101_udghalf.trimmed.bam	m
166	PTN242	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN242/merged_bams/initial/PTN242_ss_udghalf_libmerged_rmdup.bam	m
167	PTN161	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN161/trimmed_bam/PTN161_ss.A0101_udghalf.trimmed.bam	m
168	PTN093	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN093/trimmed_bam/PTN093_ss.A0101_udghalf.trimmed.bam	m
169	PTN482	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN482/trimmed_bam/PTN482_ss.A0101_udghalf.trimmed.bam	m
170	PTN181	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN181/merged_bams/initial/PTN181_ss_udghalf_libmerged_rmdup.bam	m
171	PTN166	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN166/merged_bams/initial/PTN166_ss_udghalf_libmerged_rmdup.bam	m
172	PTN387	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN387/trimmed_bam/PTN387_ss.B0101_udghalf.trimmed.bam	m
173	PTN449	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN449/trimmed_bam/PTN449_ss.B0101_udghalf.trimmed.bam	m
174	PTN391	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN391/trimmed_bam/PTN391_ss.B0101_udghalf.trimmed.bam	m
175	PTN464	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN464/trimmed_bam/PTN464_ss.B0101_udghalf.trimmed.bam	m
176	PTN399	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN399/trimmed_bam/PTN399_ss.A0101_udghalf.trimmed.bam	m
177	PTN382	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN382/trimmed_bam/PTN382_ss.B0101_udghalf.trimmed.bam	m
178	PTN282	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN282/trimmed_bam/PTN282_ss.A0101_udghalf.trimmed.bam	m
179	PTN265	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN265/trimmed_bam/PTN265_ss.A0101_udghalf.trimmed.bam	m
180	NKR003	/mnt/archgen/Autorun_eager/eager_outputs/SG/NKR/NKR003/trimmed_bam/NKR003_ss.A0101_udghalf.trimmed.bam	m
181	PTN411	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN411/trimmed_bam/PTN411_ss.B0101_udghalf.trimmed.bam	m
182	PTN445	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN445/trimmed_bam/PTN445_ss.B0101_udghalf.trimmed.bam	m
183	PTN244	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN244/merged_bams/initial/PTN244_ss_udghalf_libmerged_rmdup.bam	m
184	PTN434	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN434/trimmed_bam/PTN434_ss.B0101_udghalf.trimmed.bam	m
185	PTN121	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN121/trimmed_bam/PTN121_ss.A0101_udghalf.trimmed.bam	m
186	PTN212	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN212/merged_bams/initial/PTN212_ss_udghalf_libmerged_rmdup.bam	m
187	PTN267	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN267/trimmed_bam/PTN267_ss.A0101_udghalf.trimmed.bam	m
188	PTN348	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN348/trimmed_bam/PTN348_ss.B0101_udghalf.trimmed.bam	m
189	KKH004	/mnt/archgen/Autorun_eager/eager_outputs/SG/KKH/KKH004/trimmed_bam/KKH004_ss.A0101_udghalf.trimmed.bam	m
190	PTN396	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN396/trimmed_bam/PTN396_ss.B0101_udghalf.trimmed.bam	m
191	PTN351	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN351/trimmed_bam/PTN351_ss.B0101_udghalf.trimmed.bam	m
192	PTN304	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN304/trimmed_bam/PTN304_ss.B0101_udghalf.trimmed.bam	m
193	PTN114	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN114/trimmed_bam/PTN114_ss.A0101_udghalf.trimmed.bam	m
194	PTN274	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN274/trimmed_bam/PTN274_ss.A0101_udghalf.trimmed.bam	m
195	PTN278	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN278/trimmed_bam/PTN278_ss.A0101_udghalf.trimmed.bam	m
196	PTN223	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN223/merged_bams/initial/PTN223_ss_udghalf_libmerged_rmdup.bam	m
197	PTN145	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN145/trimmed_bam/PTN145_ss.B0101_udghalf.trimmed.bam	m
198	PTN183	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN183/merged_bams/initial/PTN183_ss_udghalf_libmerged_rmdup.bam	m
199	PTN393	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN393/trimmed_bam/PTN393_ss.B0101_udghalf.trimmed.bam	m
200	PTN186	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN186/merged_bams/initial/PTN186_ss_udghalf_libmerged_rmdup.bam	m
201	PTN437	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN437/trimmed_bam/PTN437_ss.B0101_udghalf.trimmed.bam	m
202	PTN165	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN165/trimmed_bam/PTN165_ss.B0101_udghalf.trimmed.bam	m
203	PTN328	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN328/trimmed_bam/PTN328_ss.B0101_udghalf.trimmed.bam	m
204	PTN141	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN141/trimmed_bam/PTN141_ss.B0101_udghalf.trimmed.bam	m
205	PTN283	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN283/trimmed_bam/PTN283_ss.B0101_udghalf.trimmed.bam	m
206	PTN462	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN462/trimmed_bam/PTN462_ss.B0101_udghalf.trimmed.bam	m
207	PTN128	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN128/trimmed_bam/PTN128_ss.B0101_udghalf.trimmed.bam	m
208	PTN194	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN194/merged_bams/initial/PTN194_ss_udghalf_libmerged_rmdup.bam	m
209	PTN157	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN157/trimmed_bam/PTN157_ss.B0101_udghalf.trimmed.bam	m
210	PTN313	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN313/trimmed_bam/PTN313_ss.B0101_udghalf.trimmed.bam	m
211	PTN455	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN455/trimmed_bam/PTN455_ss.A0101_udghalf.trimmed.bam	m
212	PTN444	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN444/trimmed_bam/PTN444_ss.B0101_udghalf.trimmed.bam	m
213	PTN151	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN151/trimmed_bam/PTN151_ss.B0101_udghalf.trimmed.bam	m
214	PTN295	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN295/trimmed_bam/PTN295_ss.A0101_udghalf.trimmed.bam	m
215	PTN409	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN409/trimmed_bam/PTN409_ss.B0101_udghalf.trimmed.bam	m
216	PTN085	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN085/trimmed_bam/PTN085_ss.A0101_udghalf.trimmed.bam	m
217	PTN416	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN416/trimmed_bam/PTN416_ss.B0101_udghalf.trimmed.bam	m
218	PTN150	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN150/trimmed_bam/PTN150_ss.B0101_udghalf.trimmed.bam	m
219	PTN480	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN480/trimmed_bam/PTN480_ss.B0101_udghalf.trimmed.bam	m
220	PTN322	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN322/trimmed_bam/PTN322_ss.B0101_udghalf.trimmed.bam	m
221	PTN089	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN089/trimmed_bam/PTN089_ss.B0101_udghalf.trimmed.bam	m
222	PTN179	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN179/merged_bams/initial/PTN179_ss_udghalf_libmerged_rmdup.bam	m
223	PTN090	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN090/trimmed_bam/PTN090_ss.B0101_udghalf.trimmed.bam	m
224	PTN239	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN239/merged_bams/initial/PTN239_ss_udghalf_libmerged_rmdup.bam	m
225	PTN418	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN418/trimmed_bam/PTN418_ss.B0101_udghalf.trimmed.bam	m
226	PTN230	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN230/merged_bams/initial/PTN230_ss_udghalf_libmerged_rmdup.bam	m
227	PTN428	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN428/trimmed_bam/PTN428_ss.B0101_udghalf.trimmed.bam	m
228	PTN468	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN468/trimmed_bam/PTN468_ss.A0101_udghalf.trimmed.bam	m
229	PTN122	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN122/trimmed_bam/PTN122_ss.B0101_udghalf.trimmed.bam	m
230	PTN135	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN135/trimmed_bam/PTN135_ss.B0101_udghalf.trimmed.bam	m
231	PTN277	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN277/trimmed_bam/PTN277_ss.B0101_udghalf.trimmed.bam	m
232	PTN259	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN259/trimmed_bam/PTN259_ss.B0101_udghalf.trimmed.bam	m
233	PTN276	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN276/trimmed_bam/PTN276_ss.A0101_udghalf.trimmed.bam	m
234	PTN460	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN460/trimmed_bam/PTN460_ss.B0101_udghalf.trimmed.bam	m
235	PTN197	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN197/merged_bams/initial/PTN197_ss_udghalf_libmerged_rmdup.bam	m
236	PTN439	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN439/trimmed_bam/PTN439_ss.B0101_udghalf.trimmed.bam	m
237	PTN158	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN158/trimmed_bam/PTN158_ss.B0101_udghalf.trimmed.bam	m
238	PTN025	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN025/trimmed_bam/PTN025_ss.A0201_udghalf.trimmed.bam	m
239	PTN035	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN035/trimmed_bam/PTN035_ss.A0201_udghalf.trimmed.bam	m
240	PTN127	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN127/trimmed_bam/PTN127_ss.A0201_udghalf.trimmed.bam	m
241	PTN208	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN208/trimmed_bam/PTN208_ss.A0201_udghalf.trimmed.bam	m
242	PTN245	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN245/trimmed_bam/PTN245_ss.A0201_udghalf.trimmed.bam	m
243	PTN258	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN258/trimmed_bam/PTN258_ss.A0201_udghalf.trimmed.bam	m
244	PTN342	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN342/trimmed_bam/PTN342_ss.A0101_udghalf.trimmed.bam	m
245	PTN403	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN403/trimmed_bam/PTN403_ss.A0101_udghalf.trimmed.bam	m
246	PTN498	/mnt/archgen/Autorun_eager/eager_outputs/RM/PTN/PTN498/trimmed_bam/PTN498_ss.A0101_udghalf.trimmed.bam	m
